text,labels
"After meeting all night in the Nigerian capital Abuja , President Olusegun Obasanjo and Congo Republic 's President Denis Sassou Nguesso pledged to hold further talks with the Sudanese groups .",O O B-tim I-tim O O B-gpe O O O B-per I-per I-per O B-geo I-geo O B-per I-per I-per I-per O O O O O O O B-gpe O O
The talks are aimed at ending more than three years of civil war before the April 30 deadline set by the African Union for a peace settlement .,O O O O O O O O B-tim O O O O O O B-tim I-tim O O O O B-geo I-geo O O O O O
Peace talks between Sudan 's government and rebel groups have gone on for more than 18 months without any breakthroughs .,O O O B-gpe O O O O O O O O O O O O O O O O O
"The fighting , involving rebels , government forces and Khartoum-backed Janjaweed militias in Darfur , has killed about 1,80,000 people and has left another two million homeless .",O O O O O O O O O O O O O B-geo O O O O O O O O O O O O O O
Sheriff 's investigators have conducted a search of Michael Jackson 's Neverland Ranch in California .,O O O O O O O O B-per I-per O B-geo I-geo O B-geo O
California authorities filed child molestation charges against the pop music star in December 2003 .,B-geo O O O O O O O O O O O B-tim I-tim O
The charges involve an unidentified child under the age of 14 .,O O O O O O O O O O O O
Egyptian-born Muhsin Musa Matwali Atwah was wanted in connection with the 1998 bombings of the U.S. embassies in Kenya and Tanzania .,O B-per I-per I-per I-per O O O O O O B-tim O O O B-org O O B-geo O B-geo O
"A sheriff 's spokesman confirmed Friday 's search , but declined to give any further details .",O O O O O B-tim O O O O O O O O O O O
Jackson 's Neverland Ranch is a theme-park-like estate about 160 kilometers northwest of Los Angeles .,B-per O B-geo I-geo O O O O O O O O O B-geo I-geo O
"Michael Jackson has pleaded not guilty to child molestation , conspiracy and administering an intoxicating agent .",B-per I-per O O O O O O O O O O O O O O O
His trial is scheduled to being January 31 .,O O O O O O B-tim I-tim O
Iraq 's two main political coalitions broke off talks Monday aimed at ending a five-month-long political deadlock .,B-geo O O O O O O O O B-tim O O O O O O O O
"A spokeswoman for the Sunni-backed Iraqiya alliance , Maysoon al-Damaluji , said the group ended negotiations .",O O O O O O O O B-per I-per O O O O O O O
She claimed the Shi'ite-dominated State of Law alliance labeled them as a Sunni bloc rather than cross-sectarian .,O O O O O O O O O O O O B-geo O O O O O
The fight over ethnic political standing comes as a group of activist organizations filed a lawsuit Monday against parliament speaker Fouad Massum .,O O O O O O O O O O O O O O O O B-tim O O O B-per I-per O
"The groups are accusing him of violating the constitution by ordering the newly elected parliament , which convened 14 Jun , to remain in an open-ended session until a political agreement is reached .",O O O O O O O O O O O O O O O O O O B-tim I-tim O O O O O O O O O O O O O O
"Former Prime Minister Ayad Allawi 's Iraqiya alliance won the poll with 91 seats in the 7 March vote , while Prime Minister Nouri al-Maliki 's State of Law alliance captured 89 .",O O O B-per I-per O O O O O O O O O O O B-tim I-tim I-tim O O B-per O B-per I-per O O O O O O O O
Authorities in Mogadishu have not determined a motive for the shooting .,O O B-geo O O O O O O O O O
The United States offered a $ 5 million reward for his capture .,O B-geo I-geo O O O O O O O O O O
Both groups were far short of the 163-seat majority needed to govern .,O O O O O O O O O O O O O
Millions of Americans could lose their homes this year and next as the rate of foreclosures across the United States rises to the highest in decades .,O O B-gpe O O O O O O O O O O O O O O O B-geo I-geo O O O O O O O
The foreclosure crisis has worsened despite ongoing efforts by some lenders and the government to help borrowers manage their mortgage payments .,O O O O O O O O O O O O O O O O O O O O O O
VOA 's Chris Simkins reports on how one homeowner in [ the southern US state of ] Virginia is fighting to keep his home .,B-org O B-per I-per O O O O O O O O O B-geo O O O B-geo O O O O O O O
Israeli police say Prime Minister Ehud Olmert will be questioned by police this week for a second time in a corruption investigation against him .,B-gpe O O B-per I-per I-per I-per O O O O O O O O O O O O O O O O O O
Police spokesman Micky Rosenfeld said Tuesday that the anti-fraud unit will question Mr. Olmert Friday .,O O B-per I-per O B-tim O O O O O O B-per I-per B-tim O
Police asked the prime minister questions for more than an hour on May 2 .,O O O O O O O O O O O O B-tim I-tim O
Prosecutors accuse Mr. Olmert of taking hundreds of thousands of dollars in cash from U.S. businessman Morris Talansky before he became prime minister .,O O B-per I-per O O O O O O O O O O B-geo O B-per I-per O O O O O O
Police are trying to determine whether Mr. Olmert gave any favors to the businessman for the payments .,O O O O O O B-per I-per O O O O O O O O O O
Mr. Olmert and the businessman say the funds were legal contributions to the Israeli leader 's election campaigns .,B-per I-per O O O O O O O O O O O B-gpe O O O O O
Six other Islamic militants were killed in the raid .,O O O O O O O O O O
The prime minister says he will resign if indicted .,O B-per O O O O O O O O
North Korean leader Kim Jong-il has met with a high-ranking Chinese delegation that delivered a message of congratulations from Chinese President President Hu Jintao .,O B-gpe O B-per I-per O O O O O B-gpe O O O O O O O O B-gpe B-per I-per I-per I-per O
The North 's state media reported Sunday that the Chinese delegation was led by Deputy Prime Minister Wu Yi .,O O O O O O B-tim O O B-gpe O O O O O B-per O B-per I-per O
China 's state media said she expressed the Chinese president 's congratulatory wishes on the 60th anniversary of the founding of the North 's Workers ' Party of Korea .,B-geo O O O O O O O B-gpe O O O O O O B-tim O O O O O O B-geo O O O O O B-geo O
Xinhua said the Chinese delegation is in the North for a three-day goodwill visit .,B-org O O B-gpe O O O O B-geo O O B-tim O O O
Neither Chinese nor North Korean media mentioned the nuclear crisis in their reports .,O B-gpe O B-geo B-gpe O O O O O O O O O
"North Korea agreed last month during six-nation talks in Beijing to abandon its nuclear weapons program in return for economic aid , energy assistance and security assurances .",B-geo I-geo O O O O O O O B-geo O O O O O O O O O O O O O O O O O O
But Pyongyang later said it first wants light-water nuclear reactors for civilian energy production .,O B-org O O O O O O O O O O O O O
The fifth round of six-nation talks is scheduled for early next month in Beijing .,O O O O O O O O O O O O O B-geo O
"South Africa 's president says his government will look into new reports on Zimbabwe 's elections , which detail serious irregularities .",B-geo I-geo O O O O O O O O O O O B-geo O O O O O O O O
"Rebels in eastern Sudan say government war planes have been bombing a rebel area near the border with Eritrea , wounding several people .",O O B-geo I-geo O O O O O O O O O O O O O O B-geo O O O O O
Thabo Mbeki told parliament Thursday the government would study the reports from both Zimbabwe 's main opposition party ( MDC ) and the independent Zimbabwe Electoral Support Network .,B-per I-per O B-org B-tim O O O O O O O O B-geo O O O O O B-org O O O O B-org I-org I-org I-org O
He says his government will then address whatever issues are raised .,O O O O O O O O O O O O
"On Wednesday , Mr. Mbeki 's government said it was satisfied Zimbabwe 's parliamentary elections , won by the ruling party , reflected the will of the people .",O B-tim O B-per B-geo O O O O O O B-geo O O O O O O O O O O O O O O O O O
Observers from South Africa endorsed the poll following the March 31 election .,O O B-geo I-geo O O O O O B-tim I-tim I-tim O
And a delegation of monitors from the Southern African Development Community also said the vote was credible .,O O O O O O O B-org I-org I-org I-org O O O O O O O
The United States and Britain have said the elections were not free or fair .,O B-geo I-geo O B-geo O O O O O O O O O O
"Hurricane Gustav is moving across the Caribbean toward southwestern Haiti , where it is expected to make landfall later Tuesday .",O O O O O O B-geo O O B-geo O O O O O O O O B-tim I-tim O
U.S. forecasters say the storm 's winds strengthened on Tuesday morning to nearly 150 kilometers per hour .,B-geo O O O O O O O O B-tim I-tim O O O O O O O
"Gustav is expected to produce up to 38 centimeters of rain in some areas , possibly causing dangerous flash floods and mudslides .",B-org O O O O O O O O O O O O O O O O O O O O O O
The National Hurricane Center in Miami upgraded Gustav to a hurricane early Tuesday .,O O O O O B-geo O B-org O O O O B-tim O
"A spokesman with rebels known as the Eastern Front said Friday , the bombing began Thursday in the Barka Valley region near the town of Tokar , 120 kilometers south Port Sudan on the Red Sea .",O O O O O O O B-org I-org O B-tim O O O O B-tim O O B-geo I-geo O O O O O B-geo O O O O B-per B-gpe O O B-geo I-geo O
"A hurricane warning is in effect for parts of Haiti and the Dominican Republic , where Tropical Storm Fay claimed an estimated 50 lives less than two weeks ago .",O O O O O O O O O B-geo O O B-geo I-geo O O O O B-per O O O O O O O B-tim O O O
"Fay has weakened a tropical depression , causing heavy rains in the eastern United States .",B-per O O O O O O O O O O O O B-geo I-geo O
Forecasters expect Hurricane Gustav to pass just south or east of Cuba on Wednesday .,O O O O O O O O O O O B-geo O B-tim O
Cuba and Jamaica have issued hurricane watches .,B-geo O B-geo O O O O O
The head of Iran 's nuclear agency says the Islamic Republic must be allowed to produce nuclear fuel domestically .,O O O B-geo O O O O O B-geo I-geo O O O O O O O O O
Gholamreza Aghazadeh 's remark to reporters Saturday in Tehran effectively rules out a compromise proposal diplomats say the Europeans were considering offering Iran .,B-per I-per O O O O B-tim O B-geo O O O O O O O O O B-gpe O O O B-geo O
He spoke in Tehran after meeting with Russian envoy Igor Ivanov .,O O O B-geo O O O B-gpe O B-per I-per O
"The proposal , which the United States has denied being a part of , would permit Tehran to carry out an early stage of nuclear fuel production , but move uranium enrichment to Russia .",O O O O O B-geo I-geo O O O O O O O O O B-geo O O O O O O O O O O O O O O O O B-geo O
